Title_si,Title_en,Lyricist,Lyricist_en,Lyrics,Singer,Singer_en,Composer,Composer_en,Metaphor,Source,Target,Intepretation
මගේ කඳුළින්,Magee Kandulin,මහගමසේකර,Mahagamasekara,මගේ කඳුළින් ඔබේ දෙනුවන් දොවාලන්නට වරම් නෑ මගේ දෙතොලින් ඔබෙ කඳුලැල් නිවාලන්නට වරම් නෑ  සිතෙයි දෝතින් මලක්‌ සේ ගෙන ඔබේ සෙනෙහස වැළඳ ගන්නට නමුදු පරසතු මලක්‌ වී ඔබ නොමැත මා හට සුවඳ දෙන්නේ  සිතේ ඇවිළෙන ඔබේ හදවත මගෙ සුසුමින් නිවා ලන්නට නමුදු අවසර නොමැති පියසෙකි ඔබේ ලොව මට අත පොවන්නට,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,පරසතු මලක්‌ වී ඔබ,පරසතු මලක්‌,ඔබ,ඔබ පරසතු මලක් සේ මට අයිතියක් නොමැත
මින්දද හීසර,Mindada Hisara,මඩවල එස්. රත්නායක,Madawala S.Rathnayake,මින්දද හීසර වැදී සැළෙන හද නංවන දුක්‌ ගී ඔබට ඇසෙනවද නන්දන මල් අතුරා ඇති යහනට කන්ද කපා පායන් රන් පුන් සඳ  තුරඟෙකු පිට නැගි නීල වලාකුළු ගුවන් ගැබෙන් ඔබ ඇදෙන වෙලේ පිබිදුනු දෑසින් බලා හිඳිමි මම කුසුම් සිනා කැන් හද පුරවා  මෙතුවක්‌ කල් මුව මඬල වසා සිටි අන්ධකාර සළු පටින් මුදා නෙත් මිණි පහනින් පහන් කරනු මැන අනාගතේ මන් පෙත පාදා,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,නෙත් මිණි පහනින් පහන් කරනු මැන,පහන,නෙත්,පහනක අලෝකය සේ ඔබේ නෙත් මගේ ලෝකය එලිය කරවයි
පාලු අඳුරු නිල් අහස මමයි,Paalu Anduru Nil Ahasa Mamai,මහගමසේකර,Mahagamasekara,පාලු අඳුරු නිල් අහස මමයි ඈත දිලෙන තනි තරුව ඇයයි යුගයෙන් යුගයට හදවත් ඉල්ලන බලාපොරොත්තුව පැතුම ඇයයි පාලු අඳුරු නිල් අහස මමයි ඈත දිලෙන තනි තරුව ඇයයි  අසාර වූ මහ පොළොව මමයි ගලා බසින දිය දහර ඇයයි // යුගයෙන් යුගයට හදවත් නලවන සදාකාලික වු සැපත ඇයයි  පාලු අඳුරු නිල් අහස මමයි ඈත දිලෙන තනි තරුව ඇයයි  කැළෑව මැද ක‍ටු පඳුර මමයි පිපී වැනෙන මල් පොකුර ඇයයි // යුගයෙන් යුගයට හදවත් පුරවන අඳුරු වේදනා කැටිය ඇයයි  පාලු අඳුරු නිල් අහස මමයි ඈත දිලෙන තනි තරුව ඇයයි,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,පාලු අඳුරු නිල් අහස මමයි ඈත දිලෙන තනි තරුව ඇයයි;අසාර වූ මහ පොළොව මමයි ගලා බසින දිය දහර ඇයයි,තරුව;දිය දහර,ඇය;ඇය,පාලු අඳුරු වූ මගේ ජීවිතයට තනි තරුවක් ලෙස දිලී අලෝකය දෙන්නේ ඇයයි;අසාර වූ  මගේ ජීවිතයට ගලා බසින දිය දහර සේ පණ දෙන්නේ ඇයයි
නිල් මානෙල් මල් පිපුනා,Nil Maanel Mal Pipuna,මඩවල එස්. රත්නායක,Madawala S.Rathnayake,නිල් මානෙල් මල් පිපුනා නෙත් සැදුනා ඒ අනුරාගී නළල ඇගේ අඬසඳ වාගේ මිහිර නොවෙද හදවත කාගේ  මුතු ඇටවන් දත් පෙළ සුදිළේ සිනහ නැඟේ දත්වල කැල්මේ ඇයගෙ දෙපා ළඟ මහද තැවේ එපමණි මා ලද එකම සුවේ  දිගින් දිගට නැතිවී නැතිවි අඳුරු වුනා මල්බර ජීවේ තනිකම මා වට පැතිර සැළේ වීණා තත්සර මිහිර බිඳේ  පිසදාලා තනිකම ලෝකේ ලොව නැහැවූ සුගතිය ජලයේ බුදුහිමි මම ඔබ හමුව ලොවේ සටනට එන්නෙමි රැයද දැවේ,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,මුතු ඇටවන් දත් පෙළ සුදිළේ,මුතු ඇට,දත් පෙළ,ඇයගේ දත් පෙළ මුතු ඇටසේ සුදු පාටින් දිලිසේ
මුණි සිරිපා සිඹිමින්නේ,Muni Siri Paa Simbiminne,එස්‌. මහින්ද හිමි,S. Mahinda Thero,මුණි සිරිපා සිඹිමින්නේ සමනොළ ගිරි පෙදෙසින්නේ මඳ සුළඟයි මේ එන්නේ මගේ පුතා නැලැවෙන්නේ  ජාතික රණ දෙරණ මතේ ගැටී වැටී මළ මොහොතේ සුන්දර සුරඹුන් ගෙ අතේ නැළවෙනෙ බව සිතනු පුතේ නිදහස්‌ හිරු පායනවා දෑ බැති මල් පිබිදෙනවා සිරිලක්‌ මව හිනැහෙනවා මගේ පුතා නැළවෙනවා  කැප්පෙටිපොළ සෙනවිසුරු කළ රුපු සෙන් මන් දැදුරු අවිරු විකුම් පෑ අයුරු නුඹට පුතේ වෙයි මියුරු ජාතිය රන් විමනක්‌ වේ ආගම මිණි පහනක්‌ වේ එය රැකගන්නට මෙලොවේ සමත් වෙතොත් පුත නුඹවේ,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ජාතිය රන් විමනක්‌ වේ; ආගම මිණි පහනක්‌ වේ,රන් විමන; මිණි පහන,ජාතිය;ආගම,ජාතිය යනු රන් විමනක්‌ ලෙසට වටින්නකි; ආගම මිණි පහනක්‌ ලෙසින් ලොවම අලෝකමත් කරයි
කන්දෙන් ලන්දෙන්,Kanden Landen,සුනිල් සරත් පෙරේරා,Sunil Sarath Perera,කන්දෙන් ලන්දෙන් බැස දිව එන්නේ මාදන් බෝවිටියා රස දන්නේ නින්දේ දුටු සිහිනය එළි වන්නේ සැන්දෑ කුමරිය ගඟට බසින්නේ  පුරා උදුළ ඇගෙ වත සොමි තුල්ලා සරා සඳක්‌ සේ සිත බැඳි ලොල්ලා නුරා බසක්‌ දී හද එහි දල්වා පුරා බඳුන් වී සතුට ගෙනැල්ලා  නවම් මහේ මගෙ පැලට වඩින්නේ උවම් මොටද ඉන් දුක්‌ දුරු වන්නේ දෑත සුරළ් ගී රබන් වයන්නේ ගීත සවන් හේ බඳුන් පිරෙන්නේ,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,සරා සඳක්‌ සේ,සරා සඳ,කාන්තාව,කාන්තාව සරා සඳක්‌ සේ නිර්මල හා පිවිතුරුය
කන්ද උඩින් එන,Kanda Udin Ena,මහගමසේකර,Mahagamasekara,කන්ද උඩින් එන කිකිළිය ගෝමරියේ නළල් වටින් එන දාඩිය මුතු කැටියේ  කන්ද උඩින් එන ගෝමරියේ ඇයි මට පිටුපා ගෙට යන්නේ නළලේ දාඩිය මුතුපට පටලා වළකුලේ සුදු සේලය රැළි ලා අත පාමුදු පය පාමුදු ලාගෙන ළමැද ගෝමර මල් ගවසාගෙන කන්ද උඩින් එන ගෝමරියේ  කන්ද උඩින් සඳවත පායන්නේ සිනා කිරෙන් සඳ එළිය ගලන්නේ ලැවුගිනි ගත් හද එයිනි නිවෙන්නේ රන්තැටියෙන් කිරි දියර දියන්නේ  කඳු පාමුල මිටියාවත වැතිරී ඔබ එනතුරු මම හිඳිනෙමි තනිවී ඈත ඉඳන් කඳු මුදුනට නැගලා මා කැදවන් ඔබ වෙත අත වනලා,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,වළකුලේ සුදු සේලය රැළි ලා,වළාකුල,සේලය,ඇයගේ සේලය වළාකුලක් සේ සුදු පැහැයෙන් බබළයි
කඳුළු කිරි පොවා,Kandulu Kiri Powa,ධර්මසිරි ගමගේ,Dharmasiri Gamage,කඳුළු කිරි පොවා තුරුලේ සෙනෙහසින් හදා කඳුළු විල දිගේ නොපෙනී ගියාදෝ අම්මා  සත් පියුම් විලේ විල මැද යළි පිපී දිලේ දුටු සඳ දරුවන් වෙත මවකගේ සෙනේ මිහිකත වුව හඬා වැටේ  නිවන් මන් පෙතේ ඔබ  ගිය මන් ලකුණු පෙනේ වඩිනා දා නිවන් පුතු සෙනේ වඩා මා දෙස බලනු මට දැනේ,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,සරත් ද අල්විස්,Sarath de Alwis,මවකගේ සෙනේ මිහිකත වුව හඬා වැටේ,මිහිකත,මවකගේ සෙනේ,මවකගේ සෙනේ මිහිකත තරම් අපරිමිත වේ
සසර වසන තුරු,Sasara Wasana Thuru,ඩෝල්ටන් අල්විස්,Dolton Alwis,සසර වසන තුරු නිවන් දකින තුරු පින් කෙත හෙළ රන් දෙරණේ යළි උපදින්නට හේතු වාසනා වේවා හේතු වාසනා  රත්නමාලි සෑ කිරණයි මහ බෝ සෙවණයි තිසා වැවයි සීගිරියයි මගේ උරුමයයි  සසර වසන තුරු නිවන් දකින තුරු පින් කෙත හෙළ රන් දෙරණේ යළි උපදින්නට හේතු වාසනා වේවා හේතු වාසනා,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,පින් කෙත හෙළ රන් දෙරණේ,පින් කෙත,දෙරණ,මේ දෙරණ පින් කෙතක් ලෙස වටී
කැළේ පිපුණු මලක් විලස,Kale Pipunu Malak Wilasa,මොනිකා රුවන්පතිරණ,Monica Ruwanpathirana,කැළේ පිපුණු මලක් විලස ඇගෙ රූ සිරි දිලෙනා ඇලේ දොලේ පෙන පිඬු ඇගෙ සිනා වතින් සැලෙනා  කැලේ එපිට ඈත රටක ගව් සිය ගව් දුරිනා සිදාදියෙන් එ මල සොයා කවුදෝ එනු ඇසෙනා  සිදාදියේ මන්දිරයක සඟවාලන ලෙසිනා දෑස වසා ඇය ගෙන යන රහස් කතා ඇසෙනා  කැළේ පිපුණු මලක් විලස..  සිදාදියේ මන්දිරයක බැල මෙහෙවර කරනා අනාගතය සිහිවී ඇගෙ නෙත කඳුලැලි සැලෙනා  හදේ නැගෙන ගිණි දැල්ලක් ඇගෙ රන් බඳ වෙලෙනා කැළේ පිපුණු සොඳුරු මලට නැතිදෝ රැකවරණා,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,කැළේ පිපුණු මලක් විලස ඇගෙ රූ සිරි,කැළේ පිපුණු මලක්,ඇය,ඇයගේ සුන්දරත්වය කැළේ පිපුණු මලක් මෙන්ය
සිහින නෙළුම් මල,Sihina Nelum Mala,ධර්මසිරි ගමගේ,Dharmasiri Gamage,සිහින නෙළුම් මල ජීවිත පොකුණේ දෑස අබියස පිපී සැලේ දෑස අබියස පිපී සැලේ සිහින නෙළුම් මල ජීවිත පොකුණේ  තුන් යම ගත වූ ජීවිතයේ අරුණළු නැගෙනා පභාතයේ // අහස ඉසව්වෙන් ඔබ මා දුටුවේ රිදී පහන් තරුවක් වාගේ රිදී පහන් තරුවක් වාගේ  දෑස වසාගෙන මැදියම් යාමේ යහනත වැතිරී නිදන වෙලේ // කවියක් ලෙස ඔබ හදවත ගුලි වී මා හද පිරිමැද අවදිකලා  මැදියම අවදි ව හැබැහින් දුටුවෙමි පෙරයම නින්දේ දුටු සීනේ එහෙත් සිහිනයක් වේ දෝ එය යළි ජීවිතයේ අන්තිම යාමේ,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඔබ මා දුටුවේ රිදී පහන් තරුවක් වාගේ,රිදී පහන් තරුවක්,ඔබ,ඇය රිදී පහන් තරුවක් වාගේ අන්ධකාරයේ දිලිසේ
පරමිතා බල පූරිත පූජිත,Paaramitha Bala Puuritha Puujitha,චන්ද්‍රරත්න මානවසිංහ,Chandraratne Manawasinghe,පරමිතා බල පූරිත පූජිත බුද්ධ දිවාකරයානෝ වෙසක්‌ පොහෝ දින දිනූ සේක ලොව බුද්ධ දිවාකරයානෝ  සැනසෙමු පුද දී මුනි සිරිපාදේ පිහිනමු පිහිනමු බුදුගුණ මුහුදේ  සනසා මුළු ලොව නොවන් ලබාදී පුණ්‍ය මහෝද දී ශාන්ත සමාධී සණරාමර ගුරු ලෝක ශිවංකර බුද්ධ දිවාකරයානෝ  මාර පරාජය කළ මුනිඳුන් ගේ කරුණා සීතල නෙත දහරා ගලා බසී තුන් ලෝතලයේ දුක්‌ ගිමන් නිවා අම සෙත සාදා  බුදුරැස්‌ කැටිවී නැගි ආලෝකේ පිසයයි දුකඳුරු මුළු තින් ලෝකේ,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,ඩබ්ලිව්.ඩී.අමරදේව,W.D.Amaradewa,පිහිනමු බුදුගුණ මුහුදේ,මුහුද,බුදුගුණ,බුදුගුණ මුහුදක් ලෙස අපරිමිත වේ
ඔබ දේදුන්න,Oba Dedunna,සුනිල් ආරියරත්න,Sunil Ariyarathne,ඔබ දේදුන්න ආකාසයේ අන්දා තබා යන තෙක් විත් බලා එය සේදෙන්න වැහි මේකුලේ සැංගී හඹා එමි කඳුලැල් සලා ඔබ දේදුන්න ආකාසයේ සුළ‍ඟේ නළවා පෙර සේ එනවා ඔබ මා කළඹා කිමදෝ යන්නෙ නොරැඳී ගලා ගගනේ පියඹා කැදලි නොඅඹා ඔබ ආ ගිය දා සිට මා ඉන්නේ උමතු වෙලා ඔබ මල් විලකි මා එහි මලකි සුවඳින් කැලතී යමු පීනන්න දියවැල් සලා,මර්වින් පෙරේරා ,Mervin Perera,Unkown,Unkown,ඔබ දේදුන්න ආකාසයේ,දේදුන්න,ඔබ/ ආදරවන්තිය,ආදරවන්තිය දේදුන්නක් මෙන් පා ය තා වකලිකව අන්දා තබා ගනි
ඔබේ ආදරේ,Obe Adare,සුනිල් ආරියරත්න,Sunil Ariyarathne,ඔබේ ආදරේ ශිලා ලිපියක් වගේ ඔබේ ආදරේ දෙවන පෑ තිස් රජ දවසේ ශිලා ලිපියක් වාගේ ‍ ශිලා ලිපියක් වගේ අවු වැසි වතුරින් පිඩිත වී බිඳී තැනින් තැන අකුරු මැකී කියවා ගන්නට බෑ වටහා ගන්නට බෑ කියවා ගන්නට බෑ වටහා ගන්නට බෑ මහ වන වදුලේ අසරණ වී සියවස් ගණනක් නටඹුන් වී ඉස්පිලි පාපිලි නෑ බෙදුණු වදන් වැකි නෑ ඉස්පිලි පාපිලි නෑ බෙදුණු වදන් වැකි නෑ,මර්වින් පෙරේරා ,Mervin Perera,Unkown,Unkown,ඔබේ ආදරේ ශිලා  ලිපියක් වගේ,ශිලා  ලිපිය,ආදරය,ඔබගේ ආදරය තෙරුම්ගත නො හැ කි එකකි
පබසර රන්,Pabasara Ran,ප්‍රේමකීර්ති ද අල්විස්,Premakeerthi da Alwis,පබසර රන් පබළු මිණිමුතු කැන් ඔපලූ රජ කිරුළු අගය නැතේ ඔබෙ හද මල් උයනේ නැළවෙන මල් පවනේ දිළිඳු පැලේ එළිය ඇතේ ගඟ බැස එයි සයුර බලා හිරු හිනැහේ නෙළුම නෙලා නෙත සිත හා එකතු වෙලා ඔබ දැකුමෙන් උමතු වෙලා කළුවර රෑ රළු අහසේ තරුවැල හා අඩ සඳ සේ නොපිරුණු මේ සිතට මගේ ඔබ ගෙන එයි සතුට අගේ,මර්වින් පෙරේරා ,Mervin Perera,Unkown,Unkown,ඔබෙ හද මල් උයනේ,මල් උයන,හද,"හදවත, මල් උයනක සුන්දරත්වයට සමා න කර ඇත"
දෙදෙනා පෙරදා,Dedena Ran,ප්‍රේමකීර්ති ද අල්විස්,Premakeerthi da Alwis,දෙදෙනා පෙරදා හමුවී නොදොඩා නොබලා වෙන් වූ තැන් කරා ආයෙමත් පැමිණිලා දෙදෙනා දිගු කාලයක් ගෙවී ගියේ එක මොහොතක් ලෙසින්නේ ළඳේ ඒ මොහොත දැන් දිගු කාලයක් ලෙස ආයෙත් ගෙනල්ලා තියේ අද මේ කියූ දේ ඊයේ වුණා නම් අද ඊයේ වේවී ළඳේ ඔබ ආදරෙන් සිනාසුනත් අද අලුතින් උපන් මේ ලොවේ විස ගෑවුනත් මධු පානයක් ලෙස ඈ මා ළඟින් මිහිරියේ අසනු සමා වී ආයේ පමාවී කිසිදාක නොයෙනූ ළඳේ,මර්වින් පෙරේරා ,Mervin Perera,Unkown,Unkown,මධු පානයක් ලෙස ඈ,මධු පා නය,ඇය,ඇය මධු පා නයක් බදුය
හිමිනේ සැරේ පා නගනා,Himin Sare Pa Nagana,ප්‍රේමකීර්ති ද අල්විස්,Premakeerthi da Alwis,හිමින් සැරේ පා නගනා දුවේ හර්ෂනී සිනා සිසී ඳඟ කරනා දුවේ හර්ෂනී දුවේ හර්ෂනී ජීවිතයේ මාලිගාව සතුට පුරා දී මනාව වාසනාව මට ගෙනාව කැකුළු සුවඳ කිරි සිනාව මල් සුවඳයි පින් සුවඳයි රෝස මලක පාට ගෑව ආකාසේ හැන්දැවක ඈත ඇදෙන කුරුළු රෑන ගයන ගීත ඉල්ලාගෙන මුමුනන්නම් නළවන්නම්,මිල්ටන් මල්ලවරාච්චි,Milton Mallwarachchi,Unkown,Unkown,රෝස මලක පාට ගෑව ආකාසේ හැන්දැවක,රෝස මල,හැන්දැ  අහස,හැන්දැ  අහසේ ලස්සන
ප්‍රේම පරාදීසේ,Pem Paradise,ප්‍රේමකීර්ති ද අල්විස්,Premakeerthi De Alvis,ප්‍රේම පරාදීසේ\nසිනහ බිඳුව ඔබ\nකඳුළු බිඳුව ඔබ\nප්‍රේම පරාදීසේ\nවිකල් මතක මැද පහන් තරුව ඔබ\nබොඳවුණු සිහිනෙක අරුණෝදය ඔබ //\nවැළපුණු වෙරළක දිය බිංදුව ඔබ\nගොළුවුණු දෙතොලක සිනහ සිලිල ඔබ\nප්‍රේම පරාදීසේ\nසිනහ බිඳුව ඔබ\nකඳුළු බිඳුව ඔබ\nප්‍රේම පරාදීසේ\nගිනි දන කතරක පවන් රළකි ඔබ\nවිළි ලන අඳුරක නැවුම් ඉරකි ඔබ //\nනොහැඟෙන නොලැබෙන නොවිඳි සුවකි ඔබ\nවියරුව ඈ මෙන් නො එන දුකකි ඔබ\nප්‍රේම පරාදීසේ\nසිනහ බිඳුව ඔබ\nකඳුළු බිඳුව ඔබ\nප්‍රේම පරාදීසේ,වික්ටර් රත්නායක,Victor Rathnayake,වික්ටර් රත්නායක,Victor Rathnayake,සිනහ බිඳුව ඔබ;කඳුළු බිඳුව ඔබ;පහන් තරුව ඔබ;බොඳවුණු සිහිනෙක අරුණෝදය ඔබ; වැළපුණු වෙරළක දිය බිංදුව ඔබ;ගොළුවුණු දෙතොලක සිනහ සිලිල ඔබ;ගිනි දන කතරක පවන් රළකි ඔබ;විළි ලන අඳුරක නැවුම් ඉරකි ඔබ;නොහැඟෙන නොලැබෙන නොවිඳි සුවකි ඔබ;වියරුව ඈ මෙන් නො එන දුකකි ඔබ,සිනහ බිඳුව;කඳුළු බිඳුව;පහන් තරුව;බොඳවුණු සිහිනෙක අරුණෝදය;වැළපුණු වෙරළක දිය බිංදුව;ගොළුවුණු දෙතොලක සිනහ සිලිල;ගිනි දන කතරක පවන් රළ;විළි ලන අඳුරක නැවුම් ඉර;නොහැඟෙන නොලැබෙන නොවිඳි සුව;වියරුව ඈ මෙන් නො එන දුක,පෙම්වතිය;පෙම්වතිය;පෙම්වතිය;පෙම්වතිය;පෙම්වතිය;පෙම්වතිය;පෙම්වතිය;පෙම්වතිය;පෙම්වතිය;පෙම්වතිය,පෙම්වතිය සතුට ගෙන දෙයි;පෙම්වතිය දුක ගෙන දෙයි;පෙම්වතිය ආලෝකමත් කරයි;පෙම්වතිය නැවුම් බව ගෙන එයි;හෙම්බත් වී සිටින මොහොතක පෙම්වතිය ජීවය දෙනවා;පෙම්වතිය තමයි තිබෙන එකම සතුට;පෙම්වතිය සැනසුම ගෙන එයි;පෙම්වතිය ජීවිතය ආලෝකමත් කරයි;පෙම්වතිය ජිවිතයට බලාපොරොත්තුව ගෙන එයි;කලින් කවියාට සිදුවුන දුක මෙන් දුක් වෙන්න සිදු නොවෙන කෙනෙක් වෙයි පෙම්වතිය
සඳ හිරු තරු පවතින තුරු,Sada Hiru Tharu Pawathina Thuru,කේ. ඩී. කේ. ධර්මවර්ධන,K. D. K. Dharmawardana,සඳ හිරු තරු පවතින තුරු\n අපි මැරෙන්නෙ නෑ\n අනඟ තරුණ බමරු අපියි\n අමර වරම අපට හිමියි\n අපි මැරෙන්නෙ නෑ....\n අපි මැරෙන්නෙ නෑ\n කලක මෙහෙන් චුත වෙනවා\n එලොව ගිහින් වැජඹෙනවා\n පෙළපත නම වෙනස් වෙලා\n ආයෙත් මෙලොවට එනවා\n එහෙම මිසක් කිසිම දිනක\n අපි මැරෙන්නෙ නෑ...\n හැරමිටියෙන් ඇවිදින්නෝ\n අපට එරෙහි වී එන්නෝ\n සීමා මායිම් වැටකොටු\n මේ කිසිවක් අපට නැතේ\n වැරදීමෙන් හුස්ම ගියත්\n අපි හඬන්නෙ නෑ....,වික්ටර් රත්නායක,Victor Rathnayake,වික්ටර් රත්නායක,Victor Rathnayake,අනඟ තරුණ බමරු අපියි,අනඟ තරුණ බමරු,තරුණයෝ,කඩිසර යොවුන් මිනිසුන් තරුණයෝ
පොඩි කුමාරිහාමි,Podi Kumarihami,සුනිල් ආරියරත්න,Sunil Ariyarathne,පොඩි කුමාරිහාමියේ\n එපා වලව්වට යන්න නියර පිට\n බලා ඉන්න පොඩි කුමාරිහාමියේ\n කාසි එපා නුඹ හිනාවෙවී\n ඔහෙ බලා ඉන්නවා නම්\n නිළමෙත් නපුරුයි ළමාතැනිත් නපුරුයි\n නපුරු වලව්වක කෝමද කෝමළ\n කතා නුඹට ලැබුණේ\n වක්කඩ කැඩුවා සේ සිනාසෙන\n සිනා ගඟුල මැවුණේ\n නුඹෙ හිනා ගඟුල මැවුණේ\n කඩා ගන්න බැරි වුණත් හරිම සුවඳයි\n නෙරිය කොනේ මඩ තිතක් ඉහින්නට\n ආසයි නුඹට හොරා\n මාල හතක් බැඳ පෝරුව මත හිඳ\n නොයන් මෙ ගම හැරදා\n නුඹ නොයන් මෙ ගම හැරදා,වික්ටර් රත්නායක,Victor Rathnayake,වික්ටර් රත්නායක,Victor Rathnayake,සිනා ගඟුල,ගඟුල,සිනාව,ලස්සන සිනාවන්
සිරිමා බෝ මැඩ,Sirimabomadha,අජන්ත රණසිංහ,Ajantha Ranasinghe,සිරිමා බෝ මැඩ මුනිඳුන් වැඩ හිඳ\nදස මර සේනා දිනූ බෙලෙන්\n ජයපැන් කරඬුව දෝත දරා\n නිදන්න දූ කුමරී\n සිරිමා බෝ මැඩ මුනිඳුන් වැඩ හිඳ\n දස මර සේනා දිනූ බෙලෙන්\n සිරි දළදා සමිඳූ නමින් ළතෙත් ගුණය ඉතිරේවා\n වම් සිරිපා රන් පද්ම\nබෙලෙන් අනන්ත නුවණ වැඩේවා\nමහා සීවලී මහිමි අනුහසින්\nඉසුරු සැපත් බෝ වේවා\nසිරිමා බෝ මැඩ මුනිඳුන් වැඩ හිඳ\nදස මර සේනා දිනූ බෙලෙන්\nජයපැන් කරඬුව දෝත දරා\nනිදන්න දූ කුමරී\nජයපැන් කරඬුව දෝත දරා\nනිදන්න දූ කුමරී\nජයපැන් කරඬුව දෝත දරා\nනිදන්න දූ කුමරී\nජයපැන් කරඬුව දෝත දරා\nනිදන්න දූ කුමරී\nබක්කුල මහ තෙරිඳූ බෙලෙන්\nනිදුක් නිරෝගී වේවා\nසූවිසි මුනිගුණ පින්\nමහිමෙන් නිරතුරු ආයු වැඩේවා\nඅසූ සාර දහසක් දම් තෙද\nකඳ සෙවණ දෙවා සුරකීවා\nසිරිමා බෝ මැඩ මුනිඳුන් වැඩ හිඳ\nදස මර සේනා දිනූ බෙලෙන්\nජයපැන් කරඬුව දෝත දරා\nනිදන්න දූ කුමරී\n සිරි දළදා සමිඳූ නමින් ළතෙත් ගුණය ඉතිරේවා\nවම් සිරිපා රන් පද්ම\nබෙලෙන් අනන්ත නුවණ වැඩේවා\nමහා සීවලී මහිමි අනුහසින්\nඉසුරු සැපත් බෝ වේවා\nසිරිමා බෝ මැඩ මුනිඳුන් වැඩ හිඳ\nදස මර සේනා දිනූ බෙලෙන්\nජයපැන් කරඬුව දෝත දරා\nනිදන්න දූ කුමරී\nජයපැන් කරඬුව දෝත දරා\nනිදන්න දූ කුමරී\nජයපැන් කරඬුව දෝත දරා\nනිදන්න දූ කුමරී,වික්ටර් රත්නායක,Victor Rathnayake,වික්ටර් රත්නායක,Victor Rathnayake,වම් සිරිපා රන් පද්ම,රන් පද්ම,වම් සිරිපා,වටිනා පිරිසුදු සිනිදු පුජනීය වම් සිරිපතුල
සඳ හිරු තරු මැද,Sadha Hiru Tharu Madha,ප්‍රේමකීර්ති ද අල්විස්,Premakeerthi De Alvis,සඳ හිරු තරු මැද පොකුරු ගැහී යන\nමේ කුළු සළුව ඉරා\nඔබ රුව මනසින් දුටුවෙමි මෙහි\nඑනයුරු සුව පහන් දරා....\nපිණිමුතු කැටමුතු සළුව එලා ලා තණපත් මත වැතිරී\nඔබ එන පියමග පෙරට වඩා සරසයි සෙනෙහස ඉතිරී\nසරසයි සෙනෙහස ඉතිරී....\nනියවැද මැලවුණු ළඳළු දෙපත් හිරු වැසි ලද සේ පිබිදී\nසෙවණට ඉඩ සැලසුම් දෙන තුරු සෙවණෙහි සැතපෙමි නොඇදී\nසෙවණෙහි සැතපෙමි නොඇදී...,වික්ටර් රත්නායක,Victor Rathnayake,වික්ටර් රත්නායක,Victor Rathnayake,මේ කුළු සළුව;පිණිමුතු කැටමුතු සළුව,සළුව;ගඟුල,මේ කුළු;සිනාව;,සුදු පාට වලාකුළු ස්තරය;පිනි බින්දු වැටී සුදු පාටින් දිස්වීම
